"Geographic Location","Parameter","Value (Reported value — see source for units)","Source status","Release","Source"
"......City of La Carlota","2015-2024 Percent Change in Population Density","5.07375637903489","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of La Carlota","2020-2024 Percent Change in Population Density","1.6140645625825","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2015 Population","74855","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2020 Population","79492","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2024 Population","82500","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","***Land Area (square kilometers)  a1/ a2/","210.37","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2015 Population Density (persons per square kilometer)","355.8254503969197","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2020 Population Density (persons per square kilometer)","377.8675666682512","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2024 Population Density (persons per square kilometer)","392.1661833911679","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2015-2020 Percent Change in Population Density","6.194642976421094","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2015-2024 Percent Change in Population Density","10.21307861866275","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......La Castellana","2020-2024 Percent Change in Population Density","3.784028581492469","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2015 Population","54845","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2020 Population","55083","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2024 Population","55882","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","***Land Area (square kilometers)  a1/ a2/","97.05","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2015 Population Density (persons per square kilometer)","565.1210716125709","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2020 Population Density (persons per square kilometer)","567.5734157650695","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2024 Population Density (persons per square kilometer)","575.8062854198866","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2015-2020 Percent Change in Population Density","0.433950223356722","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2015-2024 Percent Change in Population Density","1.89078311605433","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Manapla","2020-2024 Percent Change in Population Density","1.450538278597758","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2015 Population","41386","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2020 Population","43462","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2024 Population","44864","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","***Land Area (square kilometers)  a1/ a2/","139.73","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2015 Population Density (persons per square kilometer)","296.185500608316","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2020 Population Density (persons per square kilometer)","311.0427252558506","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2024 Population Density (persons per square kilometer)","321.0763615544264","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2015-2020 Percent Change in Population Density","5.016189049437019","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2015-2024 Percent Change in Population Density","8.403808051031753","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Moises Padilla","2020-2024 Percent Change in Population Density","3.225806451612895","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2015 Population","81286","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2020 Population","88868","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2024 Population","90123","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","***Land Area (square kilometers)  a1/ a2/","326.77","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2015 Population Density (persons per square kilometer)","248.7560057532821","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2020 Population Density (persons per square kilometer)","271.9588701533189","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2024 Population Density (persons per square kilometer)","275.7994919974294","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2015-2020 Percent Change in Population Density","9.327559481337502","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2015-2024 Percent Change in Population Density","10.87149078562115","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Murcia","2020-2024 Percent Change in Population Density","1.412206868614132","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2015 Population","51866","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2020 Population","54502","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2024 Population","54941","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","***Land Area (square kilometers)  a1/ a2/","110.94","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2015 Population Density (persons per square kilometer)","467.5139715161349","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2020 Population Density (persons per square kilometer)","491.2745628267532","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2024 Population Density (persons per square kilometer)","495.2316567513972","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2015-2020 Percent Change in Population Density","5.082327536343652","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2015-2024 Percent Change in Population Density","5.928739443951723","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pontevedra","2020-2024 Percent Change in Population Density","0.805475028439327","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2015 Population","27735","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2020 Population","30117","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2024 Population","31942","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","***Land Area (square kilometers)  a1/ a2/","18.49","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2015 Population Density (persons per square kilometer)","1500","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2020 Population Density (persons per square kilometer)","1628.826392644673","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2024 Population Density (persons per square kilometer)","1727.528393726339","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2015-2020 Percent Change in Population Density","8.588426176311517","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2015-2024 Percent Change in Population Density","15.1685595817559","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Pulupandan","2020-2024 Percent Change in Population Density","6.059700501377954","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2015 Population","146264","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2020 Population","148894","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2024 Population","152543","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","***Land Area (square kilometers)  a1/ a2/","304.68","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2015 Population Density (persons per square kilometer)","480.0577655244847","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2020 Population Density (persons per square kilometer)","488.6897728764606","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2024 Population Density (persons per square kilometer)","500.6662728108179","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2015-2020 Percent Change in Population Density","1.798118470710499","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2015-2024 Percent Change in Population Density","4.292922386916803","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sagay","2020-2024 Percent Change in Population Density","2.45073676575281","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2015 Population","132536","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2020 Population","132650","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2024 Population","133175","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","***Land Area (square kilometers)  a1/ a2/","425.03","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2015 Population Density (persons per square kilometer)","311.827400418794","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2020 Population Density (persons per square kilometer)","312.095616779992","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2024 Population Density (persons per square kilometer)","313.3308237065619","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2015-2020 Percent Change in Population Density","0.086014365908129","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2015-2024 Percent Change in Population Density","0.482133156274506","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of San Carlos","2020-2024 Percent Change in Population Density","0.395778364116081","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2015 Population","23907","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2020 Population","24177","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2024 Population","24424","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","***Land Area (square kilometers)  a1/ a2/","27.97","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2015 Population Density (persons per square kilometer)","854.7372184483376","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2020 Population Density (persons per square kilometer)","864.3904183053272","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2024 Population Density (persons per square kilometer)","873.2213085448695","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2015-2020 Percent Change in Population Density","1.129376333291508","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2015-2024 Percent Change in Population Density","2.162546534487805","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......San Enrique","2020-2024 Percent Change in Population Density","1.02163212971005","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2015 Population","126930","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2020 Population","130478","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2024 Population","136802","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","***Land Area (square kilometers)  a1/ a2/","261.71","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2015 Population Density (persons per square kilometer)","485.0024836651256","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2020 Population Density (persons per square kilometer)","498.5594742271981","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2024 Population Density (persons per square kilometer)","522.7236253868787","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2015-2020 Percent Change in Population Density","2.795241471677306","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2015-2024 Percent Change in Population Density","7.777515165839441","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Silay","2020-2024 Percent Change in Population Density","4.846794095556337","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2015 Population","70070","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2020 Population","72448","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2024 Population","73847","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","***Land Area (square kilometers)  a1/ a2/","388.25","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2015 Population Density (persons per square kilometer)","180.4764971023825","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2020 Population Density (persons per square kilometer)","186.6014166130071","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2024 Population Density (persons per square kilometer)","190.2047649710238","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2015-2020 Percent Change in Population Density","3.393749108034812","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2015-2024 Percent Change in Population Density","5.390323961752525","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Sipalay","2020-2024 Percent Change in Population Density","1.931040194346292","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2015 Population","102214","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2020 Population","108909","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2024 Population","109204","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","***Land Area (square kilometers)  a1/ a2/","209.62","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2015 Population Density (persons per square kilometer)","487.6156855261903","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2020 Population Density (persons per square kilometer)","519.5544318290239","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2024 Population Density (persons per square kilometer)","520.9617402919569","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2015-2020 Percent Change in Population Density","6.549983368227432","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2015-2024 Percent Change in Population Density","6.838593539045529","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......City of Talisay","2020-2024 Percent Change in Population Density","0.270868339622997","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Toboso","2015 Population","42114","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Toboso","2020 Population","43445","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Toboso","2024 Population","44973","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Toboso","***Land Area (square kilometers)  a1/ a2/","121.34","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
"......Toboso","2015 Population Density (persons per square kilometer)","347.0743365749135","","2026-08-12T09-17-54-9f184c8f2d6c","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1A__PO_2024/0221A6DLPD0.px"
